ID,SourceText,Russian,English,Notes,Reasons,Packages,AllIDs,Locations
102593759252,кашляет,кашляет,coughs,manual-reviewed-google,google-draft,jazz-units,102593759252 | 282291513363,jazz-units:items.lua:116314 | jazz-units:items.lua:115227
107870618922,Боль непереносима.,Боль непереносима.,The pain is unbearable.,manual-reviewed-google,google-draft,jazz-units,107870618922,jazz-units:items.lua:116495
109651245516,"Ещё не вечер! Можно уже жахнуть, командир?","Ещё не вечер! Можно уже жахнуть, командир?","We're not done yet! Can I let 'er rip now, commander?",manual-reviewed-google,google-draft,jazz-units,109651245516,jazz-units:items.lua:131406
109699413644,"И что такой парень, как я, может делать в таком месте? Да это ж бред собачий!","И что такой парень, как я, может делать в таком месте? Да это ж бред собачий!",What is a guy like me doing in a place like this? This is complete bullshit!,manual-reviewed-google,google-draft,jazz-units,109699413644 | 848654270080,jazz-units:items.lua:115411 | jazz-units:items.lua:115373
111872647333,"Полагаю, не мешало бы продумать все это получше.","Полагаю, не мешало бы продумать все это получше.",I suppose it wouldn't hurt to think this through a bit more.,manual-reviewed-google,google-draft,jazz-units,111872647333 | 812274195558 | 868051771565,jazz-units:items.lua:116212 | jazz-units:items.lua:116508 | jazz-units:items.lua:116376
112256418640,"Люблю, когда мне уделяют столько внимания.","Люблю, когда мне уделяют столько внимания.",I love it when they pay so much attention to me.,manual-reviewed-google,google-draft,jazz-units,112256418640 | 606902871816,jazz-units:items.lua:115911 | jazz-units:items.lua:115841
119369941249,"Гммммм... Разве здесь все, что мы заказывали? ","Гммммм... Разве здесь все, что мы заказывали? ",Hmmmmm... Is this everything we ordered?,manual-reviewed-google,google-draft,jazz-units,119369941249,jazz-units:items.lua:115447
120287195956,А чего от них еще ожидать!,А чего от них еще ожидать!,What else can you expect from them!,manual-reviewed-google,google-draft,jazz-units,120287195956 | 224504835002 | 816111949087,jazz-units:items.lua:115862 | jazz-units:items.lua:115975 | jazz-units:items.lua:115767
122264591303,Нужен медик...,Нужен медик...,Need a medic...,manual-reviewed-google,google-draft,jazz-units,122264591303,jazz-units:items.lua:131487
129657430584,Стоун,Стоун,Stone,manual-reviewed-google,google-draft,jazz-units,129657430584 | 910000000008 | 910000001008 | 910000001043 | 910000001054,jazz-units:Code/Mercenary.lua:118 | jazz-units:Code/Legion.lua:10 | jazz-units:Code/Legion.lua:118 | jazz-units:Code/Legion.lua:153 | jazz-units:Code/Legion.lua:164
136635798005,Взрываем?,Взрываем?,Blow it up?,manual-reviewed-google,google-draft,jazz-units,136635798005,jazz-units:items.lua:131700
139409181422,Тяжелое дыхание,Тяжелое дыхание,Heavy breathing,manual-reviewed-google,google-draft,jazz-units,139409181422,jazz-units:items.lua:131491
141311750958,"Опаньки, тут для меня есть работенка. Лежит, кушать не просит...","Опаньки, тут для меня есть работенка. Лежит, кушать не просит...","Well, well, looks like there's work for me here. He's lying there, not asking for food...",manual-reviewed-google,google-draft,jazz-units,141311750958,jazz-units:items.lua:131570
