ID,SourceText,Russian,English,Notes,Reasons,Packages,AllIDs,Locations
990002124,Штурмовой прицел ACOG (4x),Штурмовой прицел ACOG (4x),ACOG Assault Sight (4x),manual-reviewed-google,google-draft,jazz,990002124 | 990002125 | 386481682677,jazz:InventoryItem/JAZZ_CombatScope_ACOG.lua:9 | jazz:items.lua:53528 | jazz:InventoryItem/JAZZ_CombatScope_ACOG.lua:10 | jazz:items.lua:53529 | jazz:items.lua:42516
990002136,Пламегаситель,Пламегаситель,Flame arrestor,manual-reviewed-google,google-draft,jazz,990002136 | 990002137 | 102033365013,jazz:InventoryItem/JAZZ_FlashHider.lua:9 | jazz:items.lua:53604 | jazz:InventoryItem/JAZZ_FlashHider.lua:10 | jazz:items.lua:53605 | jazz:items.lua:39660
990002163,Прицел G36 3x,Прицел G36 3x,G36 3x scope,manual-reviewed-google,google-draft,jazz,990002163 | 990002164 | 714899319454,jazz:InventoryItem/JAZZ_G36Scope.lua:9 | jazz:items.lua:53775 | jazz:InventoryItem/JAZZ_G36Scope.lua:10 | jazz:items.lua:53776 | jazz:items.lua:42835
990002169,ГП-25,ГП-25,GP-25,manual-reviewed-google,google-draft,jazz,990002169 | 990002170 | 304182346557,jazz:InventoryItem/JAZZ_GP25.lua:9 | jazz:items.lua:53813 | jazz:InventoryItem/JAZZ_GP25.lua:10 | jazz:items.lua:53814 | jazz:items.lua:45843
990002190,Обмотка на цевье,Обмотка на цевье,Winding on the forend,manual-reviewed-google,google-draft,jazz,990002190 | 990002191 | 684571159127,jazz:InventoryItem/JAZZ_HandlingWrap.lua:9 | jazz:items.lua:53946 | jazz:InventoryItem/JAZZ_HandlingWrap.lua:10 | jazz:items.lua:53947 | jazz:items.lua:38828
990002208,Наствольная граната для М70,Наствольная граната для М70,Barrel grenade for M70,manual-reviewed-google,google-draft,jazz,990002208 | 990002209 | 378753629101,jazz:InventoryItem/JAZZ_M70_Grenade.lua:9 | jazz:items.lua:54060 | jazz:InventoryItem/JAZZ_M70_Grenade.lua:10 | jazz:items.lua:54061 | jazz:items.lua:45954
990002211,Увеличенный короб,Увеличенный короб,Enlarged box,manual-reviewed-google,google-draft,jazz,990002211 | 990002212 | 504310573707,jazz:InventoryItem/JAZZ_MagBelt_100_200.lua:9 | jazz:items.lua:54079 | jazz:InventoryItem/JAZZ_MagBelt_100_200.lua:10 | jazz:items.lua:54080 | jazz:items.lua:53101
990002217,Бубен,Бубен,Tambourine,manual-reviewed-google,google-draft,jazz,990002217 | 990002218 | 990002220 | 990002221 | 990002223 | 990002224 | 990002226 | 990002227 | 990002229 | 990002230 | 990002520 | 990002521 | 990002523 | 990002524 | 990002526 | 990002527 | 990002529 | 990002530 | 202821670683 | 436643816571 | 475365498057 | 494349827673 | 571428420057,jazz:InventoryItem/JAZZ_MagDrum_30_100.lua:9 | jazz:items.lua:54117 | jazz:InventoryItem/JAZZ_MagDrum_30_100.lua:10 | jazz:items.lua:54118 | jazz:InventoryItem/JAZZ_MagDrum_30_100_cumbersome.lua:9 | jazz:items.lua:54136 | jazz:InventoryItem/JAZZ_MagDrum_30_100_cumbersome.lua:10 | jazz:items.lua:54137 | jazz:InventoryItem/JAZZ_MagDrum_30_50.lua:9 | jazz:items.lua:54155 | jazz:InventoryItem/JAZZ_MagDrum_30_50.lua:10 | jazz:items.lua:54156 | jazz:InventoryItem/JAZZ_MagDrum_30_75.lua:9 | jazz:items.lua:54174 | jazz:InventoryItem/JAZZ_MagDrum_30_75.lua:10 | jazz:items.lua:54175 | jazz:InventoryItem/JAZZ_MagDrum_35_71.lua:10 | jazz:items.lua:54193 | jazz:InventoryItem/JAZZ_MagDrum_35_71.lua:11 | jazz:items.lua:54194 | jazz:InventoryItem/JAZZ_MagDrum_30_100_G3.lua:9 | jazz:items.lua:55426 | jazz:InventoryItem/JAZZ_MagDrum_30_100_G3.lua:10 | jazz:items.lua:55427 | jazz:InventoryItem/JAZZ_MagDrum_30_100_HK33.lua:9 | jazz:items.lua:55446 | jazz:InventoryItem/JAZZ_MagDrum_30_100_HK33.lua:10 | jazz:items.lua:55447 | jazz:InventoryItem/JAZZ_MagDrum_30_50_THOMPSON.lua:9 | jazz:items.lua:55466 | jazz:InventoryItem/JAZZ_MagDrum_30_50_THOMPSON.lua:10 | jazz:items.lua:55467 | jazz:InventoryItem/JAZZ_MagDrum_30_50_UZI.lua:9 | jazz:items.lua:55486 | jazz:InventoryItem/JAZZ_MagDrum_30_50_UZI.lua:10 | jazz:items.lua:55487 | jazz:items.lua:49556 | jazz:items.lua:49604 | jazz:items.lua:52734 | jazz:items.lua:52979 | jazz:items.lua:52789 | jazz:items.lua:49462 | jazz:items.lua:49509 | jazz:items.lua:52919 | jazz:items.lua:52837
990002241,Магазин на 33 патрона,Магазин на 33 патрона,33-round magazine,manual-reviewed-google,google-draft,jazz,990002241 | 990002242 | 212189312168,jazz:InventoryItem/JAZZ_MagLarge_17_33.lua:9 | jazz:items.lua:54269 | jazz:InventoryItem/JAZZ_MagLarge_17_33.lua:10 | jazz:items.lua:54270 | jazz:items.lua:51616
990002247,Магазин на 30 патрон,Магазин на 30 патрон,30 round magazine,manual-reviewed-google,google-draft,jazz,990002247 | 990002248 | 990002544 | 990002545 | 990002547 | 990002548 | 990002550 | 990002551 | 804714419971,jazz:InventoryItem/JAZZ_MagLarge_20_30.lua:9 | jazz:items.lua:54307 | jazz:InventoryItem/JAZZ_MagLarge_20_30.lua:10 | jazz:items.lua:54308 | jazz:InventoryItem/JAZZ_MagLarge_20_30_FAL.lua:9 | jazz:items.lua:55586 | jazz:InventoryItem/JAZZ_MagLarge_20_30_FAL.lua:10 | jazz:items.lua:55587 | jazz:InventoryItem/JAZZ_MagLarge_20_30_MINI14.lua:9 | jazz:items.lua:55606 | jazz:InventoryItem/JAZZ_MagLarge_20_30_MINI14.lua:10 | jazz:items.lua:55607 | jazz:InventoryItem/JAZZ_MagLarge_20_30_UZI.lua:9 | jazz:items.lua:55626 | jazz:InventoryItem/JAZZ_MagLarge_20_30_UZI.lua:10 | jazz:items.lua:55627 | jazz:items.lua:49824 | jazz:items.lua:49860 | jazz:items.lua:49896 | jazz:items.lua:52274
